# Site domain	packaged SVG slug	upstream brand source URL
channel4.com	channel4	https://mediaassets.channel4.com/guidelines/guide/34286b7b-ea25-404d-a43b-e912fc85b0e0/page/8a2dd59a-51df-4f47-aa37-c235a761455e
chatbot.design	chatbot	https://chatbot.design
checkmk.com	checkmk	https://checkmk.com
chef.io	chef	https://www.chef.io
cinny.in	cinny	https://cinny.in/assets/cinny.svg
circuitverse.org	circuitverse	https://circuitverse.org
cisco.com	cisco	https://www.cisco.com
civo.com	civo	https://www.civo.com/brand-assets
clarivate.com	clarivate	https://clarivate.com
claude.ai	claude	https://claude.ai
cloud66.com	cloud66	https://www.cloud66.com
cloudbees.com	cloudbees	https://www.cloudbees.com
cloudera.com	cloudera	https://www.cloudera.com
cloudflare.com	cloudflare	https://www.cloudflare.com/logo/
cloudfoundry.org	cloudfoundry	https://www.cloudfoundry.org
cloudinary.com	cloudinary	https://cloudinary.com
clubhouse.com	clubhouse	https://www.clubhouse.com/press
clyp.it	clyp	https://clyp.it
cnet.com	cnet	https://www.cnet.com
cnn.com	cnn	https://edition.cnn.com
codacy.com	codacy	https://www.codacy.com/blog/
codeberg.org	codeberg	https://codeberg.org/Codeberg/Design/src/commit/ac514aa9aaa2457d4af3c3e13df3ab136d22a49a/logo/special/codeberg-logo_special_fake-transaprency.svg
codebuddy.cn	codebuddy	https://www.codebuddy.cn
codecademy.com	codecademy	https://www.codecademy.com
codeclimate.com	codeclimate	https://codeclimate.com/github/codeclimate/python-test-reporter/badges/
codecov.io	codecov	https://codecov.io
codeforces.com	codeforces	https://codeforces.com
codemagic.io	codemagic	https://codemagic.io
codementor.io	codementor	https://www.codementor.io
codenewbie.org	codenewbie	https://community.codenewbie.org
codeproject.com	codeproject	https://www.codeproject.com
codesandbox.io	codesandbox	https://codesandbox.io/CodeSandbox-Press-Kit.zip
codestream.com	codestream	https://www.codestream.com
codingninjas.com	codingninjas	https://www.codingninjas.com/press-release
codio.com	codio	https://codio.com
coffeescript.org	coffeescript	https://coffeescript.org
coinmarketcap.com	coinmarketcap	https://www.coinmarketcap.com
comptia.org	comptia	https://www.comptia.org
comsol.com	comsol	https://cdn.comsol.com/company/comsol-brand-guide-November2019.pdf
contentful.com	contentful	https://press.contentful.com/media_kits
continente.pt	continente	https://www.continente.pt
coppel.com	coppel	https://www.coppel.com
coreldraw.com	coreldraw	https://www.coreldraw.com/en/learn/webinars/ebook-embroidery
couchbase.com	couchbase	https://www.couchbase.com
coursera.org	coursera	https://about.coursera.org/press
creativecommons.org	creativecommons	https://creativecommons.org/mission/downloads
crowdin.com	crowdin	https://support.crowdin.com/using-logo/
crunchbase.com	crunchbase	https://crunchbase.com
crunchyroll.com	crunchyroll	https://www.crunchyroll.com
csdn.net	csdn	https://www.csdn.net/company/index.html
csswizardry.com	csswizardry	https://csswizardry.com
curseforge.com	curseforge	https://www.curseforge.com
cursor.com	cursor	https://cursor.com/brand
cyberdefenders.org	cyberdefenders	https://cyberdefenders.org
cypress.io	cypress	https://www.cypress.io/press-kit
dailymotion.com	dailymotion	https://careers.dailymotion.com
dash0.com	dash0	https://www.dash0.com
databricks.com	databricks	https://www.databricks.com
datacamp.com	datacamp	https://www.datacamp.com
dataiku.com	dataiku	https://www.dataiku.com/company/media-kit/
datastax.com	datastax	https://docs.datastax.com/en/astra/astra-db-vector
datocms.com	datocms	https://www.datocms.com/company/brand-assets
datto.com	datto	https://www.datto.com/brand/logos
dazn.com	dazn	https://media.dazn.com/en/assets/
dblp.org	dblp	https://dblp.org
debian.org	debian	https://www.debian.org/logos
deepcool.com	deepcool	https://www.deepcool.com
deepl.com	deepl	https://www.deepl.com/press.html
deepmind.google	deepmind	https://deepmind.google
deepseek.com	deepseek	https://www.deepseek.com
dell.com	dell	https://www.dell.com
delta.com	delta	https://news.delta.com/delta-air-lines-logos-brand-guidelines
dependabot.com	dependabot	https://dependabot.com
deviantart.com	deviantart	https://help.deviantart.com/21
devuan.org	devuan	https://git.devuan.org/devuan/documentation/src/commit/f4931e70e17f043c2824d591bba7c7f70ed583b6/art/graphics/logo/devuan-emblem.svg
digitalocean.com	digitalocean	https://www.digitalocean.com/press/
dinersclub.com	dinersclub	https://www.dinersclub.com/about-us/press
discord.com	discord	https://discord.com/branding
discourse.org	discourse	https://www.discourse.org
disqus.com	disqus	https://disqus.com/brand
distrokid.com	distrokid	https://distrokid.com/logo
dji.com	dji	https://www.dji.com
docker.com	docker	https://www.docker.com/company/newsroom/media-resources
doi.org	doi	https://www.doi.org/images/logos/header_logo_cropped.svg
dolby.com	dolby	https://www.dolby.com
doordash.com	doordash	https://www.doordash.com/about/
douban.com	douban	https://www.douban.com/about
dovetail.com	dovetail	https://dovetail.com/help/press-kit
dpd.com	dpd	https://www.dpd.com
dragonframe.com	dragonframe	https://dragonframe.com
dreamstime.com	dreamstime	https://www.dreamstime.com
dribbble.com	dribbble	https://dribbble.com/branding
drizzle.team	drizzle	https://orm.drizzle.team
drooble.com	drooble	https://blog.drooble.com/press/
dropbox.com	dropbox	https://www.dropbox.com/branding
drupal.org	drupal	https://www.drupal.org/about/media-kit/logos
dunked.com	dunked	https://dunked.com
duolingo.com	duolingo	https://design.duolingo.com
ea.com	ea	https://www.ea.com
ebay.com	ebay	https://go.developer.ebay.com/logos
ebox.ca	ebox	https://www.ebox.ca
ecovacs.com	ecovacs	https://www.ecovacs.com
edeka.de	edeka	https://www.edeka.de
educative.io	educative	https://www.educative.io
edx.org	edx	https://www.edx.org
egghead.io	egghead	https://egghead.io
elastic.co	elastic	https://www.elastic.co/brand
elavon.com	elavon	https://www.elavon.com
elegoo.com	elegoo	https://www.elegoo.com/pages/download
element.io	element	https://element.io
elevenlabs.io	elevenlabs	https://elevenlabs.io/brand
elgato.com	elgato	https://www.elgato.com/en/media-room
elsevier.com	elsevier	https://www.elsevier.com
embarcadero.com	embarcadero	https://www.embarcadero.com/news/logo
emby.media	emby	https://emby.media
enterprisedb.com	enterprisedb	https://www.enterprisedb.com
envato.com	envato	https://envato.com
epicgames.com	epicgames	https://dev.epicgames.com/docs/services/en-US/EpicAccountServices/DesignGuidelines/index.html#epicgamesbrandguidelines
eslgaming.com	eslgaming	https://brand.eslgaming.com
esotericsoftware.com	esotericsoftware	https://esotericsoftware.com/forum/d/25405-sheildsio-branding
espressif.com	espressif	https://www.espressif.com
esri.com	esri	https://www.esri.com/en-us/arcgis/products/arcgis-pro/overview
ethereum.org	ethereum	https://ethereum.org/en/assets/
ethers.org	ethers	https://docs.ethers.org/v6
ethiopianairlines.com	ethiopianairlines	https://corporate.ethiopianairlines.com/media/Ethiopian-Factsheet
evernote.com	evernote	https://evernote.com/about-us
expensify.com	expensify	https://use.expensify.com/press-kit
expo.dev	expo	https://expo.dev/brand/
eyeem.com	eyeem	https://www.eyeem.com
faceit.com	faceit	https://corporate.faceit.com/branding/
fandango.com	fandango	https://www.fandango.com
fanfou.com	fanfou	https://fanfou.com
farcaster.xyz	farcaster	https://www.farcaster.xyz
fareharbor.com	fareharbor	https://help.fareharbor.com/about/logo
farfetch.com	farfetch	https://www.farfetch.com
fastly.com	fastly	https://assets.fastly.com/style-guide/docs/
fauna.com	fauna	https://fauna.com
fawry.com	fawry	https://www.fawry.com/financials-and-earning-releases
fcc.gov	fcc	https://www.fcc.gov/logos
fedex.com	fedex	https://newsroom.fedex.com
feedly.com	feedly	https://blog.feedly.com
figma.com	figma	https://www.figma.com/using-the-figma-brand/
fila.com	fila	https://www.fila.com
fitbit.com	fitbit	https://www.fitbit.com/uk/home
fizz.ca	fizz	https://fizz.ca
flathub.org	flathub	https://flathub.org
flatpak.org	flatpak	https://flatpak.org/press
flickr.com	flickr	https://www.flickr.com
flipboard.com	flipboard	https://about.flipboard.com/brand-guidelines
fluentd.org	fluentd	https://docs.fluentd.org/quickstart/logo
flutter.dev	flutter	https://flutter.dev/brand
fontawesome.com	fontawesome	https://fontawesome.com
fontforge.org	fontforge	https://fontforge.org
formbricks.com	formbricks	https://formbricks.com
formik.org	formik	https://formik.org
formspree.io	formspree	https://formspree.io
fortnite.com	fortnite	https://www.fortnite.com
fox.com	fox	https://www.fox.com
framer.com	framer	https://framer.com
freecad.org	freecad	https://fpa.freecad.org/handbook/process/logo.html
freecodecamp.org	freecodecamp	https://design-style-guide.freecodecamp.org
freelancer.com	freelancer	https://www.freelancer.com
freshrss.org	freshrss	https://freshrss.org/images/icon.svg
frigate.video	frigate	https://frigate.video
frontendmentor.io	frontendmentor	https://www.frontendmentor.io
frontify.com	frontify	https://brand.frontify.com
fubo.tv	fubo	https://www.fubo.tv
fujifilm.com	fujifilm	https://www.fujifilm.com
fujitsu.com	fujitsu	https://www.fujitsu.com/global/about/brandmanagement/logo/
furaffinity.net	furaffinity	https://www.furaffinity.net
futurelearn.com	futurelearn	https://www.futurelearn.com
g2.com	g2	https://www.g2.com
galaxus.de	galaxus	https://www.galaxus.de
gamebanana.com	gamebanana	https://gamebanana.com/tools/3474
gamejolt.com	gamejolt	https://gamejolt.com/about
gameloft.com	gameloft	https://www.gameloft.com
gandi.net	gandi	https://news.gandi.net/en/presskit/
gatling.io	gatling	https://gatling.io
gentoo.org	gentoo	https://wiki.gentoo.org/wiki/Project:Artwork/Artwork#Variations_of_the_.22g.22_logo
geocaching.com	geocaching	https://www.geocaching.com/about/logousage.aspx
geopandas.org	geopandas	https://geopandas.org
gitbook.com	gitbook	https://www.gitbook.com
gitcode.com	gitcode	https://cdn-static.gitcode.com/doc/logo.svg
gitee.com	gitee	https://gitee.com/about_us
github.com	github	https://github.com/logos
gitkraken.com	gitkraken	https://www.gitkraken.com
gitlab.com	gitlab	https://about.gitlab.com/press/press-kit/
gitpod.io	gitpod	https://www.gitpod.io
gitter.im	gitter	https://gitter.im
glass.photo	glass	https://glass.photo/brand
gleam.run	gleam	https://gleam.run
gocd.org	gocd	https://www.gocd.org
godaddy.net	godaddy	https://aboutus.godaddy.net/newsroom/media-resources/
godox.com	godox	https://www.godox.com
gofundme.com	gofundme	https://www.gofundme.com
gojek.com	gojek	https://gojek.com
goodreads.com	goodreads	https://www.goodreads.com/about/press
gotomeeting.com	gotomeeting	https://www.gotomeeting.com
gradle.com	gradle	https://gradle.com/brand
graylog.org	graylog	https://www.graylog.org
groupme.com	groupme	https://groupme.com
groupon.com	groupon	https://about.groupon.com/press/
guilded.gg	guilded	https://www.guilded.gg/brand
gumtree.com	gumtree	https://www.gumtree.com
gurobi.com	gurobi	https://cdn.gurobi.com/wp-content/uploads/2021/02/Gurobi-Optimization_Corporate-Brochure.pdf
habr.com	habr	https://kiosk.habr.com
hackerrank.com	hackerrank	https://www.hackerrank.com/about-us/
hackmd.io	hackmd	https://hackmd.io/logo.svg
harmonyos.com	harmonyos	https://www.harmonyos.com
hashcat.net	hashcat	https://hashcat.net/s/i/hashcat-icon.png
hashicorp.com	hashicorp	https://www.hashicorp.com
haskell.org	haskell	https://wiki.haskell.org/Thompson-Wheeler_logo
hbo.com	hbo	https://www.hbo.com
here.com	here	https://www.here.com/company/media-assets
heroui.com	heroui	https://www.heroui.com
hetzner.com	hetzner	https://www.hetzner.com
hexlet.io	hexlet	https://hexlet.io
hoppscotch.com	hoppscotch	https://hoppscotch.com
houzz.com	houzz	https://www.houzz.com/logoGuidelines
hp.com	hp	https://brandcentral.hp.com/us/en/elements/hp-logo.html
hsbc.com	hsbc	https://www.hsbc.com
htc.com	htc	https://htc.com
huawei.com	huawei	https://e.huawei.com/ph/material/partner/0a72728b864949c48b22106454352483
huggingface.co	huggingface	https://huggingface.co/brand
humblebundle.com	humblebundle	https://support.humblebundle.com/hc/en-us/articles/202742060-Bundle-Logos
hyper.is	hyper	https://hyper.is
iconify.design	iconify	https://iconify.design
icons8.com	icons8	https://icons8.com
ieee.org	ieee	https://brand-experience.ieee.org/templates-tools-resources/resources/master-brand-and-logos/
ifttt.com	ifttt	https://ifttt.com/discover/brand-guidelines
ikea.com	ikea	https://www.ikea.com
imdb.com	imdb	https://brand.imdb.com/imdb
immersivetranslate.com	immersivetranslate	https://immersivetranslate.com
indiehackers.com	indiehackers	https://www.indiehackers.com
infinityfree.com	infinityfree	https://dash.infinityfree.com/login
infoq.com	infoq	https://www.infoq.com
ingress.com	ingress	https://ingress.com
inkscape.org	inkscape	https://inkscape.org/gallery/=inkscape-branding/inkscape-brand-assets/
inoreader.com	inoreader	https://www.inoreader.com/brand-portal
intel.com	intel	https://www.intel.com/content/www/us/en/newsroom/resources/press-kits-intel-overview.html
intercom.com	intercom	https://www.intercom.com/press
intigriti.com	intigriti	https://www.intigriti.com
intuit.com	intuit	https://www.intuit.com
irobot.com	irobot	https://www.irobot.com
isc2.org	isc2	https://www.isc2.org
jbl.com	jbl	https://www.jbl.com
jdoodle.com	jdoodle	https://www.jdoodle.com/online-java-compiler
jellyfin.org	jellyfin	https://jellyfin.org/docs/general/contributing/branding.html
jenkins.io	jenkins	https://get.jenkins.io/art/
jetblue.com	jetblue	https://www.jetblue.com
jetbrains.com	jetbrains	https://www.jetbrains.com/company/brand/logos/
jfrog.com	jfrog	https://jfrog.com/brand-guidelines
jitpack.io	jitpack	https://docs.jitpack.io
joomla.org	joomla	https://docs.joomla.org/Joomla:Brand_Identity_Elements/Official_Logo
jouav.com	jouav	https://www.jouav.com
jpeg.org	jpeg	https://jpeg.org/contact.html
jquery.org	jquery	https://brand.jquery.org/logos/
jsfiddle.net	jsfiddle	https://jsfiddle.net
juejin.cn	juejin	https://juejin.cn
kaggle.com	kaggle	https://www.kaggle.com/brand-guidelines
kashflow.com	kashflow	https://www.kashflow.com
kaspersky.com	kaspersky	https://www.kaspersky.com
kaufland.com	kaufland	https://www.kaufland.com
keenetic.com	keenetic	https://keenetic.com
keepachangelog.com	keepachangelog	https://keepachangelog.com
keeper.io	keeper	https://docs.keeper.io/en/sso-connect-cloud/graphic-assets
kia.com	kia	https://www.kia.com
kick.com	kick	https://kick.com
kickstarter.com	kickstarter	https://www.kickstarter.com/help/brand_assets
kinopoisk.ru	kinopoisk	https://www.kinopoisk.ru/special/branding
kinsta.com	kinsta	https://kinsta.com/press
kiwix.org	kiwix	https://wiki.kiwix.org/wiki/Logo
kleinanzeigen.de	kleinanzeigen	https://www.kleinanzeigen.de
klm.com	klm	https://www.klm.com
knip.dev	knip	https://knip.dev
kodi.tv	kodi	https://kodi.tv
komoot.com	komoot	https://newsroom.komoot.com/media_kits/219423/
koyeb.com	koyeb	https://www.koyeb.com
kuaishou.com	kuaishou	https://www.kuaishou.com/official/material-lib
kubuntu.org	kubuntu	https://kubuntu.org
kucoin.com	kucoin	https://www.kucoin.com/news/en-kucoin-media-kit
kueski.com	kueski	https://www.kueski.com
languagetool.org	languagetool	https://languagetool.org
lastpass.com	lastpass	https://lastpass.com/press-room/
launchpad.net	launchpad	https://launchpad.net
lbry.com	lbry	https://lbry.com/press-kit
leagueoflegends.com	leagueoflegends	https://www.leagueoflegends.com
leetcode.com	leetcode	https://leetcode.com/store
legacygames.com	legacygames	https://legacygames.com
lemonsqueezy.com	lemonsqueezy	https://www.lemonsqueezy.com
lenovo.com	lenovo	https://news.lenovo.com/press-kits/
letsencrypt.org	letsencrypt	https://letsencrypt.org/trademarks/
lg.com	lg	https://www.lg.com/global/our-brand/brand-expression/elements/logo/index.jsp
liberapay.com	liberapay	https://en.liberapay.com/about/logos
line.me	line	https://line.me/en/logo
lining.com	lining	https://www.lining.com
linphone.org	linphone	https://gitlab.linphone.org/BC/public/linphone-desktop/-/blob/90dff93a24cafb6a0144b345233ca53bf8c3d92e/Linphone/data/image/logo.svg
lintcode.com	lintcode	https://www.lintcode.com
linuxfoundation.org	linuxfoundation	https://www.linuxfoundation.org/brand-guidelines
liquibase.com	liquibase	https://www.liquibase.com/brand
listenhub.ai	listenhub	https://listenhub.ai
livejournal.com	livejournal	https://www.livejournal.com
livekit.io	livekit	https://livekit.io/brand
localxpose.io	localxpose	https://localxpose.io
loops.so	loops	https://app.loops.so/loops.svg
lospec.com	lospec	https://lospec.com/brand
lufthansa.com	lufthansa	https://www.lufthansa.com
lyft.com	lyft	https://www.lyft.com/press
macpaw.com	macpaw	https://macpaw.com
magic.link	magic	https://magic.link/brand-assets
mailchimp.com	mailchimp	https://mailchimp.com/about/brand-assets
mailtrap.io	mailtrap	https://mailtrap.io
makerbot.com	makerbot	https://www.makerbot.com/makerbot-press-assets
man.eu	man	https://man.eu/corporate/en/homepage.html
mangacollec.com	mangacollec	https://www.mangacollec.com
mangaupdates.com	mangaupdates	https://www.mangaupdates.com
manjaro.org	manjaro	https://manjaro.org
mapbox.com	mapbox	https://www.mapbox.com/about/press/brand-guidelines
mapillary.com	mapillary	https://www.mapillary.com/press-kit
mastercard.com	mastercard	https://www.mastercard.com/brandcenter/us/en/download-artwork.html
materialdesignicons.com	materialdesignicons	https://materialdesignicons.com/icon/vector-square
matomo.org	matomo	https://matomo.org/media/
matrix.org	matrix	https://matrix.org
mautic.org	mautic	https://www.mautic.org/about/logos-and-graphics
mcdonalds.com	mcdonalds	https://www.mcdonalds.com/gb/en-gb/newsroom.html
mediafire.com	mediafire	https://www.mediafire.com/developers/brand_assets/mediafire_brand_assets/
mediamarkt.de	mediamarkt	https://www.mediamarkt.de
medium.design	medium	https://medium.design/logos-and-brand-guidelines-f1a01a733592
meetup.com	meetup	https://www.meetup.com/media/
mega.io	mega	https://mega.io/media
meilisearch.com	meilisearch	https://www.meilisearch.com
meituan.com	meituan	https://www.meituan.com/media
mendeley.com	mendeley	https://www.mendeley.com
meta.com	meta	https://www.meta.com
metacritic.com	metacritic	https://www.metacritic.com
metafilter.com	metafilter	https://www.metafilter.com
mewe.com	mewe	https://mewe.com
microbit.org	microbit	https://microbit.org
migadu.com	migadu	https://migadu.com
mikrotik.com	mikrotik	https://mikrotik.com/aboutus
mini.com	mini	https://mini.com
miraheze.org	miraheze	https://miraheze.org
mitsubishi.com	mitsubishi	https://www.mitsubishi.com
mix.com	mix	https://mix.com
mlb.com	mlb	https://www.mlb.com
modelscope.cn	modelscope	https://modelscope.cn/models/modelscope/logos/resolve/master/svg/modelscope-simple.svg
modx.com	modx	https://docs.modx.com
moleculer.services	moleculer	https://moleculer.services
mongodb.com	mongodb	https://www.mongodb.com/pressroom
moo.com	moo	https://www.moo.com/uk/about/press
moodle.com	moodle	https://moodle.com/trademarks
moqups.com	moqups	https://app.moqups.com
mozilla.com	mozilla	https://brand.mozilla.com/document/36
mqtt.org	mqtt	https://mqtt.org
msi.com	msi	https://www.msi.com/page/brochure
mubi.com	mubi	https://mubi.com
mullvad.net	mullvad	https://mullvad.net/press#logos
mural.co	mural	https://www.mural.co/brand-assets
myanimelist.net	myanimelist	https://myanimelist.net/wrap-up/anime-logo-mobile.svg
mysql.com	mysql	https://www.mysql.com/about/legal/logos.html
n26.com	n26	https://n26.com
namebase.io	namebase	https://www.namebase.io
naver.com	naver	https://developers.naver.com/docs/login/bi/bi.md
nba.com	nba	https://nba.com
near.org	near	https://near.org/brand
nebula.tv	nebula	https://nebula.tv
neo4j.com	neo4j	https://neo4j.com/brand/#logo
neon.com	neon	https://neon.com/brand
nestjs.com	nestjs	https://nestjs.com
netcup.de	netcup	https://www.netcup.de/static/assets/images/favicons/favicon.svg
netdata.cloud	netdata	https://www.netdata.cloud
netflix.com	netflix	https://brand.netflix.com/en/assets/logos
netgear.de	netgear	https://www.powershift.netgear.de/images/powershift/collateral/logos-visio-icons/brandguideline_partner_2018.pdf
netim.com	netim	https://www.netim.com
netlify.com	netlify	https://www.netlify.com/press/
newegg.com	newegg	https://www.newegg.com
newgrounds.com	newgrounds	https://www.newgrounds.com/wiki/creator-resources/ng-design-assets
newrelic.com	newrelic	https://newrelic.com/about/media-assets
nexon.com	nexon	https://brand.nexon.com/en/ci-brand-guidelines/primary-identity
nextdoor.com	nextdoor	https://about.nextdoor.com/us-media/
nginx.com	nginx	https://www.nginx.com/press/
ngrok.com	ngrok	https://ngrok.com
ngrx.io	ngrx	https://ngrx.io
nhl.com	nhl	https://www.nhl.com
nicehash.com	nicehash	https://www.nicehash.com/nicehash-media
nike.com	nike	https://www.nike.com
nikon.com	nikon	https://www.nikon.com
nissan.ie	nissan	https://www.nissan.ie
nixos.org	nixos	https://brand.nixos.org/logos/nixos-logomark-black-flat-minimal.svg
nokia.com	nokia	https://www.nokia.com
nordvpn.com	nordvpn	https://nordvpn.com/press-area/
norwegian.com	norwegian	https://www.norwegian.com/ie/travel-info/on-board/in-flight-entertainment/magazine/
notebooklm.google	notebooklm	https://notebooklm.google
notion.so	notion	https://www.notion.so
ntfy.sh	ntfy	https://ntfy.sh
nutanix.com	nutanix	https://www.nutanix.com/content/dam/nutanix/en/cmn/documents/nutanix-brandbook.pdf
nuxt.com	nuxt	https://nuxt.com/design-kit
nvidia.com	nvidia	https://www.nvidia.com/en-us
nzxt.com	nzxt	https://nzxt.com
obsidian.md	obsidian	https://obsidian.md
oclc.org	oclc	https://oclc.org
octobercms.com	octobercms	https://octobercms.com
odoo.com	odoo	https://www.odoo.com/page/brand-assets
okcupid.com	okcupid	https://okcupid.com/press
omarchy.org	omarchy	https://omarchy.org
oneplus.com	oneplus	https://www.oneplus.com/ca_en/brand/asset
onlyoffice.com	onlyoffice	https://www.onlyoffice.com/en/press-downloads.aspx
onstar.com	onstar	https://www.onstar.com
openbugbounty.org	openbugbounty	https://www.openbugbounty.org
